HOUSEHOLD_ID,DRIVER_ID,POLICY_ID,CLAIM_ID,INCIDENT_CAUSE,DESCRIPTION,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV
BK58375,ICI3991,XP2169795,A-2016-LJ952,5,,3,257612.3,2016-12-16 00:00:00.0,2016-12-24 00:00:00.0,0,2,41.74062079,-87.70229118,2564.50,0
DF13458,PCK1675,WN6687211,A-2016-FB831,1,,3,78696.5,2016-12-16 00:00:00.0,2016-12-16 00:00:00.0,0,1,41.7662891,-87.58238984,1810.00,0
DD03591,HBO4001,PT9906392,A-2016-EW182,1,,3,415100.7,2016-12-18 00:00:00.0,2016-12-23 00:00:00.0,1,1,41.87577504,-87.67301419,14570.00,0
CI59835,HDL8307,XV6725907,A-2016-OG330,1,,3,252003.8,2016-12-21 00:00:00.0,2016-12-30 00:00:00.0,1,1,41.95048995,-87.66909654,2320.00,0
CL37333,QFY8695,UY2970428,A-2016-EZ353,5,,3,79569.9,2016-12-27 00:00:00.0,2016-12-31 00:00:00.0,0,2,41.86403564,-87.61929707,2670.00,0
EA38976,HFX7408,YP9758006,A-2016-QD338,5,,3,190541.3,2016-12-28 00:00:00.0,2017-01-11 00:00:00.0,0,1,41.89197561,-87.61458027,2090.00,0
II69540,DNG6198,OV7604794,A-2016-DN183,3,,3,165870.2,2016-12-29 00:00:00.0,2017-01-03 00:00:00.0,0,3,41.88679622,-87.62656228,2100.00,0
JA75257,DMH4128,WT2852974,A-2017-UN456,3,,3,189257.3,2017-01-05 00:00:00.0,2017-01-11 00:00:00.0,0,1,41.69223013,-87.66156571,1300.00,0
DK76781,HDO9038,WY3358218,A-2017-HW743,5,,3,300126.9,2017-01-06 00:00:00.0,2017-01-09 00:00:00.0,1,3,41.92620258,-87.70597801,2810.00,0
IE45580,KTZ1355,TT7246381,A-2017-BK854,5,,3,304660.4,2017-01-07 00:00:00.0,2017-01-12 00:00:00.0,0,1,41.94218017,-87.77981891,1210.00,0
AH81764,FNU1029,VN2845480,A-2017-FG631,5,,3,149988.1,2017-01-09 00:00:00.0,2017-01-23 00:00:00.0,1,3,41.83384972,-87.68436318,1080.00,0
JA63576,VGR4028,UO2972691,A-2017-AT474,5,,3,84397.2,2017-01-10 00:00:00.0,2017-01-24 00:00:00.0,0,2,41.83546116,-87.66554052,1920.00,0
CL06429,GRZ1311,RO4862682,A-2017-BH743,2,,3,149509.8,2017-01-16 00:00:00.0,2017-01-22 00:00:00.0,1,1,41.8784571,-87.76458323,1300.00,0
AB26747,JQY5798,PW0558679,A-2017-ZM273,2,,3,58508.1,2017-01-23 00:00:00.0,2017-01-31 00:00:00.0,0,1,42.01793231,-87.67586243,1500.00,0
AL29368,XBH9030,UU9571126,A-2017-ZX388,2,,3,273023.9,2017-01-24 00:00:00.0,2017-02-04 00:00:00.0,0,1,41.77073781,-87.72270698,1720.00,0
LL52085,SBB1301,ZV4227503,A-2017-KP902,3,,3,238721.3,2017-01-26 00:00:00.0,2017-02-09 00:00:00.0,1,2,41.99807872,-87.66060728,2760.00,0
FC94218,YSI4661,ZO1775044,A-2017-BB481,4,,3,227235.4,2017-01-30 00:00:00.0,2017-02-11 00:00:00.0,0,1,41.91750705,-87.68483345,2550.00,0
DC72392,PCY8036,QT8143931,A-2017-SY527,2,,3,257197.1,2017-02-02 00:00:00.0,2017-02-11 00:00:00.0,0,1,41.69494895,-87.64231341,1850.00,0
LG57902,CTU1742,PY5744842,A-2017-KC790,5,,3,193299.8,2017-02-04 00:00:00.0,2017-02-07 00:00:00.0,0,1,41.88197522,-87.62609645,2219.50,0
FD71071,OBC1123,PX3190170,A-2017-IC655,2,,3,201913.9,2017-02-07 00:00:00.0,2017-02-18 00:00:00.0,1,1,41.69645644,-87.61548066,1530.00,0
GL77908,HZF3884,XR1994270,A-2017-QY946,1,,3,176476.9,2017-02-10 00:00:00.0,2017-02-18 00:00:00.0,0,1,41.88571554,-87.72837561,2990.00,0
LM74150,IIP5092,UZ5342924,A-2017-KH560,2,,3,142357.9,2017-02-10 00:00:00.0,2017-02-18 00:00:00.0,1,4,41.79486171,-87.61914773,2208.00,0
EJ16288,COU2384,WO9038152,A-2017-YH126,4,,3,153103.6,2017-02-11 00:00:00.0,2017-02-18 00:00:00.0,1,1,41.95236835,-87.76501482,1710.00,0
KK70170,EXI2959,NX5544791,A-2017-SY373,2,,3,95876.1,2017-02-12 00:00:00.0,2017-02-22 00:00:00.0,0,1,41.88780313,-87.62082503,1910.00,0
LF69827,LQE7626,YU3451396,A-2017-SG898,4,,3,70100.4,2017-02-12 00:00:00.0,2017-02-18 00:00:00.0,1,1,41.80196297,-87.61617093,1940.00,0
GD72265,WLR6150,PP0678228,A-2017-RY674,3,,3,289229.5,2017-02-14 00:00:00.0,2017-02-15 00:00:00.0,0,1,41.83107789,-87.67544016,1590.00,0
FI79785,FNB1378,PR5899201,A-2017-CX285,3,,3,237375.2,2017-02-15 00:00:00.0,2017-02-15 00:00:00.0,0,4,41.76318923,-87.65421368,2840.00,0
LE14930,VEC6774,UP8480383,A-2017-VZ267,2,,3,174227.7,2017-02-16 00:00:00.0,2017-02-17 00:00:00.0,0,3,41.84665185,-87.64791126,2150.00,0
LH95954,CKN8943,OQ9481175,A-2017-NI780,2,,3,46993.2,2017-02-16 00:00:00.0,2017-02-17 00:00:00.0,1,1,41.75466012,-87.74138476,1090.00,0
GD19479,OBF3347,RX0151289,A-2017-DR728,1,,3,328467.1,2017-02-19 00:00:00.0,2017-02-22 00:00:00.0,0,1,41.97527517,-87.74247233,1690.00,0
JL95858,MRS9095,XU0143137,A-2017-FB843,4,,3,80003.2,2017-02-20 00:00:00.0,2017-02-27 00:00:00.0,1,1,41.94522873,-87.81440018,2620.00,0
IF40191,LFW8264,YY7862368,A-2017-YB190,3,,3,118784.9,2017-03-08 00:00:00.0,2017-03-18 00:00:00.0,0,2,41.91126134,-87.67905509,1000.00,0
LJ98978,HRU6674,UQ4697431,A-2017-QW624,2,,3,171071.0,2017-03-11 00:00:00.0,2017-03-18 00:00:00.0,0,1,41.75032239,-87.64418241,1980.00,0
IL50425,THR7237,VR2124163,A-2017-YF474,5,,3,234552.8,2017-03-13 00:00:00.0,2017-03-26 00:00:00.0,0,1,41.92939683,-87.76207487,2330.00,0
BB72793,RYX1074,RW0440982,A-2017-UP277,2,,3,45590.9,2017-03-13 00:00:00.0,2017-03-27 00:00:00.0,0,1,41.94296486,-87.68832147,1725.00,0
LL74042,SEX4810,YX1133000,A-2017-YO952,5,,3,117607.8,2017-03-13 00:00:00.0,2017-03-19 00:00:00.0,0,1,41.85837259,-87.62735617,1300.00,0
ED70515,VOJ6529,RY8468834,A-2017-VV783,4,,3,163193.3,2017-03-14 00:00:00.0,2017-03-22 00:00:00.0,0,1,41.96124277,-87.71276103,2040.00,0
EI40017,SOU9153,XW5817053,A-2017-RK850,2,,3,210076.7,2017-03-14 00:00:00.0,2017-03-22 00:00:00.0,0,1,41.99200455,-87.75508595,1265.00,0
JG80157,RGK7393,VN8546671,A-2017-XQ535,2,,3,141545.0,2017-03-17 00:00:00.0,2017-03-21 00:00:00.0,1,1,41.71747191,-87.59962268,2210.00,0
ED80605,FHM3434,SX6574238,A-2017-SK656,3,,3,219581.2,2017-03-17 00:00:00.0,2017-03-18 00:00:00.0,1,1,41.77513858,-87.58475257,2656.50,0
II65592,GMV1511,SR6857717,A-2017-RA692,2,,3,360871.4,2017-03-19 00:00:00.0,2017-03-21 00:00:00.0,1,1,41.87821296,-87.63527874,1440.00,0
JD81772,IYJ5989,XT7680352,A-2017-UH694,2,,3,65265.5,2017-03-22 00:00:00.0,2017-04-04 00:00:00.0,0,1,41.93102101,-87.67686402,16870.00,0
CG84971,XRQ9231,TS4391466,A-2017-ED558,1,,3,289732.8,2017-03-24 00:00:00.0,2017-03-24 00:00:00.0,0,1,41.90153409,-87.75561055,1400.00,0
FK47562,XAF8141,RN0805178,A-2017-GS526,2,,3,302054.1,2017-03-24 00:00:00.0,2017-04-05 00:00:00.0,0,2,41.74250705,-87.56959648,1500.00,0
LM84524,WIN3275,TV5924089,A-2017-SO133,1,,3,170319.1,2017-03-28 00:00:00.0,2017-03-31 00:00:00.0,0,1,41.89184174,-87.62038181,2130.00,0
DG34798,JKN2302,VN8254173,A-2017-LQ114,5,,3,144581.9,2017-03-28 00:00:00.0,2017-04-10 00:00:00.0,0,3,41.90044127,-87.68436645,2610.50,0
FB19127,DTW2895,SW1437892,A-2017-IP152,4,,3,182294.3,2017-03-28 00:00:00.0,2017-03-29 00:00:00.0,1,3,41.79332128,-87.68398784,2415.00,0
LB29539,EQO4180,PW4525441,A-2017-YE302,3,,3,142063.3,2017-03-31 00:00:00.0,2017-04-01 00:00:00.0,0,1,41.90625887,-87.72635348,1150.00,0
EB83951,JMJ3473,OY9096927,A-2017-PE461,3,,3,102688.3,2017-04-02 00:00:00.0,2017-04-13 00:00:00.0,1,3,41.84111499,-87.68513204,1300.00,0
KH30531,PWW8014,PU3271539,A-2017-HT680,3,,3,444121.7,2017-04-04 00:00:00.0,2017-04-12 00:00:00.0,1,1,41.87409237,-87.66647809,1110.00,0
HK48669,GDV9847,ZY8848637,A-2017-TF128,5,,3,318041.5,2017-04-07 00:00:00.0,2017-04-21 00:00:00.0,0,1,41.90353529,-87.66698845,1150.00,0
KE77120,KCJ6522,UP0163578,A-2017-VM767,2,,3,144295.6,2017-04-08 00:00:00.0,2017-04-10 00:00:00.0,1,1,41.82008034,-87.59749453,2219.50,0
FJ15436,IIT2137,RN1945380,A-2017-PC192,2,,3,123870.9,2017-04-09 00:00:00.0,2017-04-22 00:00:00.0,0,5,41.93681776,-87.72538629,1960.00,0
HK70275,OUJ8640,PY6506577,A-2017-KD607,5,,3,66676.4,2017-04-13 00:00:00.0,2017-04-18 00:00:00.0,1,2,41.93213794,-87.70720738,2700.00,0
FF78473,JTG5046,VU5501162,A-2017-CI379,4,,3,201218.5,2017-04-15 00:00:00.0,2017-04-24 00:00:00.0,0,1,41.73600895,-87.65571261,1510.00,0
IG06744,DRL4041,XO9620803,A-2017-IK693,2,,3,95001.3,2017-04-17 00:00:00.0,2017-04-30 00:00:00.0,0,1,41.90735031,-87.64917064,1320.00,0
JE53487,BHR9916,NQ3776091,A-2017-PC617,5,,3,217004.0,2017-04-18 00:00:00.0,2017-05-02 00:00:00.0,0,1,41.80062712,-87.72588868,1920.50,0
GG59691,IRV8462,PO6924328,A-2017-HC759,3,,3,137578.4,2017-04-18 00:00:00.0,2017-04-22 00:00:00.0,0,1,41.96690952,-87.66924233,1943.50,0
HG63141,BOZ3312,NP5318038,A-2017-JB106,1,,3,196767.1,2017-04-20 00:00:00.0,2017-05-02 00:00:00.0,0,1,41.73973348,-87.60476327,1630.00,0
FL85297,PBN3143,SZ8669393,A-2017-AQ321,3,,3,220457.7,2017-04-21 00:00:00.0,2017-05-05 00:00:00.0,1,1,41.89904837,-87.73105635,1370.00,0
HD74897,UIR5250,PW7629715,A-2017-RQ313,5,,3,159402.5,2017-04-23 00:00:00.0,2017-04-27 00:00:00.0,0,2,41.74596036,-87.55130152,2850.00,0
MB76425,ZUK2264,NS3447639,A-2017-RA334,2,,3,142498.4,2017-04-23 00:00:00.0,2017-05-02 00:00:00.0,0,1,41.76866087,-87.58787755,2410.00,0
GE24020,CMK9988,RO5153761,A-2017-VX669,3,,3,135080.9,2017-04-27 00:00:00.0,2017-04-27 00:00:00.0,0,2,41.89280558,-87.7041558,2920.00,0
EE74447,WMC8213,UW2551333,A-2017-VY154,3,,3,130554.9,2017-04-29 00:00:00.0,2017-05-13 00:00:00.0,1,1,41.75750224,-87.64436587,2288.50,0
LK43924,KXX3271,YV5069582,A-2017-SK594,3,,3,208666.4,2017-05-03 00:00:00.0,2017-05-12 00:00:00.0,1,1,41.78159509,-87.65567067,2600.00,0
HI71529,JEO5375,XV4937331,A-2017-KZ673,4,,3,133117.4,2017-05-05 00:00:00.0,2017-05-10 00:00:00.0,0,4,41.89111388,-87.62019942,1880.00,0
GF45499,WPN6980,VO3834413,A-2017-EH707,1,,3,96568.9,2017-05-10 00:00:00.0,2017-05-14 00:00:00.0,0,1,41.79053041,-87.7232329,2150.00,0
JH74704,KQQ3112,ZN0780866,A-2017-EB910,4,,3,135390.6,2017-05-17 00:00:00.0,2017-05-27 00:00:00.0,0,8,41.94267692,-87.74105701,3277.50,0
DI53465,MRH4309,QW1284522,A-2017-MD753,5,,3,178149.5,2017-05-17 00:00:00.0,2017-05-17 00:00:00.0,1,4,41.96107617,-87.64598137,1610.00,0
KG84597,DXW2015,VW6615388,A-2017-ML560,1,,3,202348.5,2017-05-19 00:00:00.0,2017-05-26 00:00:00.0,1,1,41.80896097,-87.74303668,1450.00,0
MH92279,YOD8364,WW4653707,A-2017-QW162,2,,3,70700.8,2017-05-19 00:00:00.0,2017-06-01 00:00:00.0,0,1,41.72984108,-87.60480693,1450.00,0
LI83797,MYO2741,SO0459437,A-2017-RE565,2,,3,79479.4,2017-05-21 00:00:00.0,2017-05-25 00:00:00.0,0,1,41.88743254,-87.61771557,2140.00,0
AG88257,TFW6473,SN7604508,A-2017-DI646,4,,3,306663.3,2017-05-22 00:00:00.0,2017-06-02 00:00:00.0,0,3,41.9189432,-87.64868497,1740.00,0
LM84411,UTU4435,QN6809156,A-2017-MP531,5,,3,100102.6,2017-05-22 00:00:00.0,2017-05-23 00:00:00.0,0,1,41.73686159,-87.5974451,2250.00,0
FC64633,EXS9829,NU1726936,A-2017-LI176,3,,3,342907.1,2017-05-22 00:00:00.0,2017-06-02 00:00:00.0,0,1,41.92527506,-87.66712416,1430.00,0
JF38923,HIN8026,ZX1054765,A-2017-RD651,4,,3,100138.7,2017-05-26 00:00:00.0,2017-05-31 00:00:00.0,0,3,41.87406011,-87.66838474,3346.50,0
FM37273,RYT3714,SS8033919,A-2017-YO261,1,,3,42931.6,2017-05-26 00:00:00.0,2017-06-02 00:00:00.0,0,3,41.89679903,-87.70315361,2560.00,0
ID09899,ZOS8509,QX7046563,A-2017-UU476,2,,3,321269.9,2017-05-27 00:00:00.0,2017-06-06 00:00:00.0,0,1,41.67743887,-87.66123603,1860.00,0
BC99363,MXU8787,XS5339388,A-2017-ZM210,5,,3,279528.0,2017-05-29 00:00:00.0,2017-06-02 00:00:00.0,1,3,41.83391103,-87.67675307,2790.00,0
BJ01611,RXC9185,NX6656625,A-2017-IV672,5,,3,237645.1,2017-05-30 00:00:00.0,2017-06-05 00:00:00.0,0,1,41.89757622,-87.6173485,1560.00,0
ML70626,KQB7806,VR3515393,A-2017-KU336,1,,3,169419.0,2017-06-02 00:00:00.0,2017-06-07 00:00:00.0,1,1,41.69432296,-87.67655019,2380.00,0
LD32277,ONM5465,YY1229530,A-2017-ZO863,3,,3,136633.9,2017-06-06 00:00:00.0,2017-06-08 00:00:00.0,0,1,41.9237502,-87.78988086,2130.00,0
FH89848,LKU4949,TO6968240,A-2017-JY910,5,,3,178289.7,2017-06-06 00:00:00.0,2017-06-17 00:00:00.0,0,1,41.83804345,-87.72574496,2967.00,0
CD81490,CIF2595,VR0198405,A-2017-TS850,2,,3,104770.1,2017-06-08 00:00:00.0,2017-06-15 00:00:00.0,0,1,41.94356352,-87.79438355,2300.00,0
ME44011,UEG9371,QP6847946,A-2017-ST857,2,,3,44409.2,2017-06-10 00:00:00.0,2017-06-22 00:00:00.0,0,1,41.69343728,-87.62082863,2650.00,0
MM39924,GCL6025,SN7285032,A-2017-SW844,2,,3,325712.6,2017-06-12 00:00:00.0,2017-06-14 00:00:00.0,1,1,41.82384964,-87.61278314,2392.00,0
EE18899,PUN8916,NY8220476,A-2017-BI614,3,,3,299557.9,2017-06-13 00:00:00.0,2017-06-25 00:00:00.0,1,1,41.86712525,-87.64706481,2440.00,0
GG83108,SCG7321,VV2881252,A-2017-KL196,5,,3,175619.4,2017-06-14 00:00:00.0,2017-06-20 00:00:00.0,0,1,41.75416613,-87.58624573,1200.00,0
IL22324,CGD2999,TT1903191,A-2017-OE611,1,,3,251883.7,2017-06-15 00:00:00.0,2017-06-17 00:00:00.0,0,4,41.7863731,-87.70227705,2600.00,0
AF85054,MJH3143,UT6774573,A-2017-JM882,2,,3,63779.0,2017-06-15 00:00:00.0,2017-06-21 00:00:00.0,0,3,41.98552593,-87.66137411,2890.00,0
EJ11974,UXH3674,XS9394267,A-2017-MQ298,3,,3,274590.8,2017-06-15 00:00:00.0,2017-06-20 00:00:00.0,0,1,41.87433069,-87.63960074,1060.00,0
AD53565,GZJ3059,XP5153025,A-2017-QO216,1,,3,290573.7,2017-06-16 00:00:00.0,2017-06-17 00:00:00.0,0,2,41.99033475,-87.69908651,1610.00,0
AH36902,MHO7867,VV7195615,A-2017-FH914,1,,3,437657.7,2017-06-16 00:00:00.0,2017-06-30 00:00:00.0,0,1,41.86703514,-87.64752208,3128.00,0
BC52110,QHY5193,WP1682385,A-2017-VE464,5,,3,363041.8,2017-06-16 00:00:00.0,2017-06-24 00:00:00.0,0,1,41.886907,-87.76524647,2806.00,0
LL38913,QOA5088,ZR6754512,A-2017-TR357,4,,3,132430.5,2017-06-16 00:00:00.0,2017-06-19 00:00:00.0,0,1,41.75091814,-87.62469012,2680.00,0
EA58163,IBW9879,WV7566020,A-2017-PG334,2,,3,400921.9,2017-06-16 00:00:00.0,2017-06-27 00:00:00.0,0,2,41.692848,-87.61331731,1520.00,0
CA17983,GJQ6937,QN4461734,A-2017-GL490,2,,3,130393.3,2017-06-21 00:00:00.0,2017-06-21 00:00:00.0,0,3,41.994414,-87.76501259,1322.50,0
KI98385,JDS1375,WZ4338819,A-2017-UT336,2,,3,43490.9,2017-06-21 00:00:00.0,2017-06-26 00:00:00.0,0,1,41.94579529,-87.76451515,2357.50,0
AJ48230,UZH8181,RO4198697,A-2017-QC446,2,,3,225917.6,2017-06-24 00:00:00.0,2017-07-02 00:00:00.0,0,1,41.8440034,-87.73421761,1490.00,0
DK48591,HHP9923,UU2196222,A-2017-HF761,3,,3,38011.0,2017-06-25 00:00:00.0,2017-06-29 00:00:00.0,1,1,41.81309531,-87.59106821,1770.00,0
CD07410,OUL2233,NN8771027,A-2017-AJ838,4,,3,164574.7,2017-06-29 00:00:00.0,2017-07-08 00:00:00.0,0,1,41.92352953,-87.68420184,2852.00,0
LM42047,AIG2124,TS1231641,A-2017-SY721,5,,3,63029.7,2017-07-01 00:00:00.0,2017-07-06 00:00:00.0,0,1,41.70807305,-87.57386257,2270.00,0
FJ48730,SNV2587,ZS2366637,A-2017-GX131,3,,3,251077.9,2017-07-01 00:00:00.0,2017-07-12 00:00:00.0,0,1,41.8904063,-87.64660643,3369.50,0
LJ86931,YXF8421,XO1420265,A-2017-SS668,4,,3,149332.0,2017-07-02 00:00:00.0,2017-07-11 00:00:00.0,0,1,41.81068946,-87.71109492,2460.00,0
DA90961,SOJ9135,YT6572935,A-2017-DZ938,3,,3,191073.0,2017-07-03 00:00:00.0,2017-07-06 00:00:00.0,0,1,41.75046031,-87.71180293,1640.00,0
MD98512,LNX3561,ZS6172248,A-2017-EC464,5,,3,229966.5,2017-07-10 00:00:00.0,2017-07-12 00:00:00.0,0,1,41.92440234,-87.74231826,17800.00,0
AK42388,KNQ4268,PP7360289,A-2017-KO812,4,,3,388591.3,2017-07-12 00:00:00.0,2017-07-12 00:00:00.0,1,1,41.76203035,-87.61169575,1750.00,0
GK21405,FQP9528,RP6235291,A-2017-LO213,1,,3,140548.8,2017-07-13 00:00:00.0,2017-07-19 00:00:00.0,0,1,41.77589338,-87.73498436,2520.00,0
LI94483,ZRV5490,NO2441765,A-2017-VA650,2,,3,185278.8,2017-07-15 00:00:00.0,2017-07-17 00:00:00.0,0,1,41.68313471,-87.55950484,2500.00,0
MG96186,MHU2796,TQ3362395,A-2017-LO249,1,,3,122033.3,2017-07-15 00:00:00.0,2017-07-20 00:00:00.0,0,1,41.88692445,-87.62571231,1180.00,0
GA86157,ZXD7408,VO5395284,A-2017-NC367,1,,3,145270.4,2017-07-17 00:00:00.0,2017-07-29 00:00:00.0,0,1,41.80725439,-87.58667436,1472.00,0
CF57572,CJY6373,QV4842191,A-2017-JI571,4,,3,69305.4,2017-07-19 00:00:00.0,2017-07-19 00:00:00.0,1,1,41.9969237,-87.80694519,2370.00,0
CK36457,GKE7246,ZT4489323,A-2017-WN652,5,,3,201842.1,2017-07-20 00:00:00.0,2017-07-20 00:00:00.0,0,1,41.96523603,-87.66109019,1570.00,0
FI84155,WCO8329,OO7102397,A-2017-YK455,1,,3,110875.2,2017-07-20 00:00:00.0,2017-08-03 00:00:00.0,1,1,41.86563763,-87.76927777,2910.00,0
KG60474,IUS4800,QT8477906,A-2017-AJ740,3,,3,112511.3,2017-07-22 00:00:00.0,2017-07-24 00:00:00.0,0,1,41.86737512,-87.62249323,1010.00,0
BA64676,RBI3010,SX3656835,A-2017-NQ617,5,,3,361677.5,2017-07-22 00:00:00.0,2017-08-02 00:00:00.0,1,1,41.94523891,-87.65681537,2050.00,0
BD58953,QLO1576,NR3163843,A-2017-UU269,4,,3,60668.3,2017-07-22 00:00:00.0,2017-07-24 00:00:00.0,1,1,41.856717,-87.68317452,2110.00,0
KA61953,WOD8295,YS7561935,A-2017-VK382,3,,3,95166.0,2017-07-23 00:00:00.0,2017-07-25 00:00:00.0,1,1,41.8819272,-87.63250751,2242.50,0
AK44043,DLT8828,QR3358683,A-2017-KE174,1,,3,157835.7,2017-07-25 00:00:00.0,2017-08-07 00:00:00.0,0,1,41.92933201,-87.71237288,16040.00,0
GA06594,RDA7705,WP2365028,A-2017-FI613,3,,3,141545.1,2017-07-26 00:00:00.0,2017-08-07 00:00:00.0,1,1,41.93920157,-87.72704151,2950.00,0
EL93393,GNN7654,NW0905435,A-2017-JD841,2,,3,191901.8,2017-07-31 00:00:00.0,2017-07-31 00:00:00.0,0,1,41.84760841,-87.62046048,2890.00,0
HJ52867,GKA2098,KA9895684,A-2017-IG204,1,,3,241369.3,2017-08-05 00:00:00.0,2017-08-09 00:00:00.0,1,4,41.78746198,-87.69347746,1610.00,0
AJ12194,GFQ4562,TT8398140,A-2017-YH182,3,,3,101224.9,2017-08-06 00:00:00.0,2017-08-12 00:00:00.0,0,1,41.85136497,-87.72984816,1276.50,0
BD15196,XHE2505,WW3699493,A-2017-ND745,3,,3,120715.4,2017-08-08 00:00:00.0,2017-08-15 00:00:00.0,0,4,41.85539582,-87.63030525,1630.00,0
IC59461,CVT3358,SS8528719,A-2017-QR688,2,,3,153912.4,2017-08-09 00:00:00.0,2017-08-22 00:00:00.0,0,1,41.8480616,-87.7026309,3128.00,0
GB64343,PXE3728,XY6800348,A-2017-CK710,1,,3,290975.1,2017-08-12 00:00:00.0,2017-08-25 00:00:00.0,0,1,41.91122338,-87.63865603,2130.00,0
MD38210,CBR4335,US5444269,A-2017-XP758,2,,3,58477.9,2017-08-13 00:00:00.0,2017-08-18 00:00:00.0,0,1,41.92839511,-87.7964676,2290.00,0
GH44736,RQP1927,SX8739262,A-2017-SE368,1,,3,125245.2,2017-08-15 00:00:00.0,2017-08-15 00:00:00.0,0,1,41.91010241,-87.71682443,2450.00,0
FC28100,ZXT5721,YV1395536,A-2017-AD107,5,,3,87566.6,2017-08-20 00:00:00.0,2017-08-28 00:00:00.0,0,1,41.78000828,-87.62552251,1472.00,0
GC13509,RMM6924,YO4187208,A-2017-TY365,3,,3,147349.3,2017-08-23 00:00:00.0,2017-08-26 00:00:00.0,1,1,41.69846607,-87.71343165,1380.00,0
MI38163,FLL3059,NV2353036,A-2017-MC436,3,,3,250772.2,2017-08-25 00:00:00.0,2017-08-28 00:00:00.0,0,3,41.89969856,-87.74606148,2200.00,0
FC75220,UGD9956,IW1241482,A-2017-CJ199,1,,3,153946.9,2017-08-28 00:00:00.0,2017-09-03 00:00:00.0,0,1,41.99686711,-87.79895448,1830.00,0
AF33555,PNU4909,SU0172310,A-2017-YG663,5,,3,131021.8,2017-08-31 00:00:00.0,2017-09-07 00:00:00.0,1,1,41.93273975,-87.64243739,3070.50,0
MH90468,JZG2207,UV1764240,A-2017-CZ943,5,,3,168733.2,2017-08-31 00:00:00.0,2017-09-09 00:00:00.0,0,1,41.96550207,-87.65801362,1540.00,0
JJ75043,BEP2432,WS0404170,A-2017-DT768,2,,3,447955.5,2017-09-01 00:00:00.0,2017-09-12 00:00:00.0,0,1,41.7558424,-87.56616466,2120.00,0
HD45320,HWN4065,NU1999047,A-2017-BM717,3,,3,82391.9,2017-09-03 00:00:00.0,2017-09-10 00:00:00.0,0,1,41.80829584,-87.68644181,2260.00,0
CL06124,KTD5596,RU3281584,A-2017-UA125,1,,3,144534.3,2017-09-03 00:00:00.0,2017-09-03 00:00:00.0,0,1,41.99743743,-87.7638592,2340.00,0
DM68013,FBF7180,ON3750064,A-2017-LN609,4,,3,310443.5,2017-09-03 00:00:00.0,2017-09-11 00:00:00.0,0,1,41.98997392,-87.74847302,1310.00,0
HA05129,NKF7863,XN4311279,A-2017-RU378,1,,3,64696.9,2017-09-04 00:00:00.0,2017-09-07 00:00:00.0,1,1,41.78687015,-87.80116331,1460.00,0
HI09591,MAL6234,TZ4837583,A-2017-HS817,4,,3,69086.7,2017-09-07 00:00:00.0,2017-09-13 00:00:00.0,1,1,41.97240949,-87.75397937,2460.00,0
DJ53983,JPG3479,TN9978032,A-2017-EL586,5,,3,130224.6,2017-09-15 00:00:00.0,2017-09-29 00:00:00.0,1,4,41.99698472,-87.79769114,2553.00,0
LB95860,OJV7300,XQ5157211,A-2017-YI956,2,,3,153700.1,2017-09-16 00:00:00.0,2017-09-26 00:00:00.0,0,1,41.96860115,-87.70405343,1680.00,0
BJ29463,ADI9199,PO6164104,A-2017-XH615,5,,3,238591.1,2017-09-17 00:00:00.0,2017-09-30 00:00:00.0,1,1,41.75829349,-87.62468287,1860.00,0
GA06376,HDF2975,UT6723898,A-2017-FQ760,4,,3,370275.1,2017-09-17 00:00:00.0,2017-09-22 00:00:00.0,0,1,41.75479737,-87.60789532,1260.00,0
CH28837,HIK3328,PT8400916,A-2017-OJ529,3,,3,206105.8,2017-09-18 00:00:00.0,2017-10-02 00:00:00.0,0,1,41.77896886,-87.60575208,2599.00,0
MD46540,MSA6694,WV6682305,A-2017-SJ584,5,,3,157911.7,2017-09-19 00:00:00.0,2017-10-01 00:00:00.0,0,1,41.90939375,-87.77160833,1242.00,0
EG20576,UYH8631,NU2115442,A-2017-UH789,2,,3,223509.5,2017-09-27 00:00:00.0,2017-09-28 00:00:00.0,0,1,41.90243796,-87.62359866,2230.00,0
KA18149,CQN8691,VU9645019,A-2017-RH886,2,,3,150532.1,2017-10-03 00:00:00.0,2017-10-12 00:00:00.0,0,1,41.88687599,-87.6355937,2790.00,0
AC90741,WSW2851,WP4076143,A-2017-BN974,1,,3,165993.5,2017-10-05 00:00:00.0,2017-10-15 00:00:00.0,1,1,41.99767708,-87.69924898,1320.00,0
AD33823,DOJ7909,YN3750539,A-2017-GP852,5,,3,236191.9,2017-10-06 00:00:00.0,2017-10-07 00:00:00.0,0,1,42.00234978,-87.80688817,2120.00,0
BG79134,GXZ8111,US5826700,A-2017-KP509,3,,3,135192.4,2017-10-06 00:00:00.0,2017-10-07 00:00:00.0,0,1,41.88977126,-87.72607148,2170.00,0
LE16018,UZW3728,YP1732846,A-2017-UH120,2,,3,271995.6,2017-10-06 00:00:00.0,2017-10-06 00:00:00.0,0,5,41.78732836,-87.63193686,1770.00,0
